index	word	Adaptation	Mitigation	Non-climate
7592	hurdle	0.14016803	0.6140047	0.24582729
7593	dalkias	0.14422256	0.6077265	0.24805085
7594	chilton	0.1450714	0.6148816	0.24004704
7595	durham	0.14222787	0.6021325	0.25563955
7596	dalkia	0.13848616	0.61674213	0.24477178
7597	quantifying	0.15482177	0.60882956	0.2363486
7598	cultivated	0.14893337	0.6011153	0.24995135
7599	unsustainable	0.104535066	0.6620074	0.23345757
7600	wetland	0.1047115	0.6937905	0.20149796
7601	tilbury	0.15589127	0.60550904	0.23859967
7602	essex	0.119912386	0.58003044	0.30005717
7603	began	0.098125316	0.67136544	0.23050924
7604	1969	0.14060731	0.6151993	0.24419336
7605	burnt	0.14376824	0.6114131	0.24481866
7606	sox	0.14731827	0.61746526	0.23521654
7607	learnt	0.105497114	0.6480528	0.24645016
7608	pellets	0.12099935	0.56201345	0.31698722
7609	pellet	0.14778072	0.6062576	0.24596168
7610	jetty	0.13977118	0.6173874	0.2428414
7611	permits	0.1070775	0.61563164	0.27729082
7612	efw	0.15351106	0.6083209	0.23816802
7613	navigate	0.10705404	0.61961377	0.2733322
7614	incinerators	0.13800919	0.6151422	0.24684857
7615	infeasible	0.13883185	0.61249864	0.24866949
7616	resolving	0.12811235	0.5633909	0.30849665
7617	dating	0.14424644	0.6112733	0.24448022
7618	pfi	0.1472344	0.61559224	0.23717333
7619	fellow	0.14876269	0.6116544	0.23958287
7620	kwth	0.14848107	0.61183125	0.23968765
7621	aids	0.14206904	0.6171725	0.24075852
7622	msw	0.14314064	0.6143325	0.24252677
7623	decomposition	0.15644252	0.60453665	0.23902085
7624	injected	0.14594954	0.6075614	0.2464891
7625	levelised	0.13798065	0.6124862	0.24953315
7626	muted	0.14175004	0.6044366	0.25381342
7627	routinely	0.10348919	0.60340524	0.29310566
7628	collecting	0.118666016	0.57332253	0.30801147
7629	accreditations	0.14575078	0.6232193	0.23102991
7630	silo	0.14222898	0.616147	0.24162404
7631	dictate	0.13984637	0.60854995	0.2516037
7632	permissions	0.120414145	0.5665896	0.31299636
7633	combusted	0.14311904	0.6142343	0.2426466
7634	interruption	0.10023018	0.7031878	0.19658197
7635	implicit	0.10931539	0.6758688	0.21481577
7636	belong	0.14448729	0.615475	0.24003765
7637	mwth	0.15723667	0.60617715	0.23658621
7638	dorset	0.11094619	0.5701465	0.3189072
7639	digester	0.14436033	0.61438906	0.24125057
7640	embraces	0.14090797	0.5920562	0.26703575
7641	bolstering	0.13783738	0.62145776	0.24070483
7642	contaminants	0.14261478	0.6121959	0.24518934
7643	transporter	0.1530206	0.61234075	0.2346387
7644	permissible	0.14954676	0.61274946	0.23770377
7645	contaminant	0.1486096	0.6137922	0.23759818
7646	oxfordshire	0.12384752	0.66121024	0.2149422
7647	carbonise	0.14155418	0.6178056	0.24064013
7648	impurities	0.14239287	0.6149546	0.24265255
7649	scotia	0.15055253	0.60365385	0.24579363
7650	thin	0.14691177	0.6134365	0.23965167
7651	competences	0.14939646	0.6135861	0.23701748
7652	perceptions	0.11466816	0.5761486	0.30918324
7653	conflicting	0.106963776	0.68700373	0.20603256
7654	newsletter	0.14468534	0.6172467	0.23806803
7655	interpret	0.13718846	0.57605654	0.286755
7656	differently	0.11222835	0.5748365	0.31293514
7657	recoup	0.14770247	0.60491616	0.24738136
7658	drill	0.15038244	0.60961884	0.23999874
7659	inexperienced	0.13027465	0.5646748	0.30505052
7660	underperformance	0.12680307	0.57372665	0.29947025
7661	hydrofluorocarbons	0.14981543	0.60999036	0.24019426
7662	experiments	0.14692079	0.5884608	0.26461834
7663	drilling	0.13902771	0.6133436	0.24762876
7664	bore	0.13932559	0.61488664	0.24578775
7665	hole	0.1408335	0.611745	0.24742152
7666	upskilling	0.13607003	0.5653595	0.29857045
7667	warranties	0.14488505	0.6104678	0.24464712
7668	ligno	0.14515428	0.60990894	0.2449368
7669	cellulosic	0.148284	0.6073187	0.24439733
7670	uncultivated	0.14764948	0.6165569	0.2357936
7671	conveniently	0.14636663	0.6103401	0.24329329
7672	citroen	0.13633709	0.61954224	0.24412063
7673	renault	0.13860439	0.6145337	0.24686195
7674	fluence	0.13673091	0.6178878	0.24538124
7675	joined	0.1190319	0.66362596	0.21734212
7676	thermochemical	0.13705419	0.61273265	0.25021306
7677	distillates	0.13759014	0.6120923	0.25031745
7678	supporter	0.14484906	0.60567516	0.24947573
7679	multiplier	0.14235584	0.6056602	0.251984
7680	editions	0.15069775	0.6035028	0.24579944
7681	indicator	0.10260441	0.6954657	0.20192993
7682	reprioritise	0.14278065	0.6314168	0.22580265
7683	impeding	0.15423769	0.60347193	0.24229038
7684	react	0.12259125	0.67227095	0.20513776
7685	fgd	0.1596336	0.610587	0.2297794
7686	battersea	0.14909399	0.58621323	0.26469272
7687	cant	0.13851051	0.61211747	0.24937207
7688	cheaply	0.1440949	0.6241778	0.2317273
7689	thinks	0.13507274	0.58988786	0.27503932
7690	quickest	0.14693508	0.6073699	0.24569502
7691	intensively	0.146806	0.61884785	0.2343462
7692	pioneered	0.15650891	0.61434	0.22915104
7693	creative	0.11460189	0.5634721	0.321926
7694	mandarins	0.15889868	0.611887	0.22921436
7695	underneath	0.14470647	0.61052155	0.24477193
7696	ccu	0.16424908	0.60098803	0.23476288
7697	plastic	0.1439864	0.61377543	0.2422382
7698	eor	0.16042484	0.6103164	0.22925875
7699	technique	0.13814962	0.5796401	0.28221023
7700	detini	0.15039346	0.61168665	0.23791996
7701	transferred	0.114543	0.59035844	0.29509854
7702	confidential	0.16031432	0.6080049	0.23168078
7703	automatic	0.10273783	0.6029768	0.29428533
7704	disclaimer	0.15547246	0.6141262	0.2304013
7705	peterhead	0.1571325	0.60780543	0.23506199
7706	prejudice	0.13315387	0.5532229	0.31362328
7707	clarifies	0.1338092	0.5766062	0.28958458
7708	briefly	0.14375733	0.6194462	0.23679653
7709	nascent	0.15292993	0.6146473	0.23242281
7710	philosophy	0.15285464	0.61026406	0.23688136
7711	underpins	0.14619419	0.6313575	0.2224483
7712	explores	0.1078892	0.5867769	0.3053339
7713	refined	0.15036753	0.615777	0.23385549
7714	backdrop	0.10172514	0.6724952	0.22577967
7715	holiday	0.111591935	0.56793654	0.3204715
7716	ccsa	0.14731391	0.61567277	0.2370133
7717	flexibly	0.12169607	0.58038545	0.2979184
7718	mobile	0.10329158	0.60625	0.2904584
7719	phones	0.14367566	0.5832755	0.2730489
7720	photo	0.14781725	0.60070294	0.2514798
7721	voltaic	0.14992757	0.6113578	0.23871462
7722	foak	0.15225302	0.6103475	0.23739946
7723	fid	0.13565494	0.6186303	0.24571474
7724	groupings	0.110064775	0.6750298	0.21490543
7725	oxyfuel	0.13985285	0.61878854	0.24135864
7726	crtf	0.14420016	0.608051	0.24774882
7727	constructing	0.14799942	0.6244773	0.2275232
7728	drax	0.12420375	0.6620651	0.21373115
7729	saline	0.14572516	0.61003083	0.244244
7730	beneath	0.11593296	0.5670414	0.31702563
7731	alstom	0.14079262	0.6093353	0.24987216
7732	boc	0.14031014	0.60956985	0.25011992
7733	aberdeenshire	0.13908859	0.6059182	0.2549932
7734	depleted	0.14055984	0.61525893	0.24418123
7735	shell	0.09808183	0.60843015	0.29348803
7736	privatisation	0.120430745	0.5639161	0.31565318
7737	conversely	0.1098476	0.64139974	0.24875271
7738	counterparty	0.12936254	0.5640619	0.3065756
7739	triple	0.10159164	0.6850715	0.21333677
7740	stipulation	0.13135922	0.5863584	0.28228235
7741	backstop	0.14606111	0.60787195	0.24606699
7742	mou	0.15603386	0.61729884	0.2266673
7743	sask	0.15648742	0.6162979	0.22721474
7744	allocate	0.11907514	0.6517892	0.22913572
7745	asian	0.11407145	0.65373737	0.23219118
7746	broadening	0.13774624	0.58869356	0.2735601
7747	exclusive	0.11287763	0.5769849	0.31013748
7748	maturing	0.15858302	0.5971978	0.24421914
7749	justified	0.13950947	0.6150167	0.24547383
7750	sponsors	0.1129847	0.5608247	0.32619062
7751	materialise	0.14813273	0.61745346	0.23441376
7752	matrix	0.1183774	0.5831658	0.29845676
7753	bram	0.14580747	0.61176574	0.24242675
7754	understandable	0.14439303	0.59939283	0.25621414
7755	guarantees	0.15484363	0.6041799	0.24097645
7756	investible	0.147522	0.6081019	0.244376
7757	applicability	0.14116262	0.6285047	0.23033263
7758	broaden	0.11305159	0.58132684	0.3056216
7759	evidenced	0.10425361	0.6833436	0.2124028
7760	sole	0.11668816	0.5652918	0.31802002
7761	shareholder	0.14175574	0.6290686	0.22917561
7762	restricted	0.1049549	0.5845801	0.31046492
7763	demonstrably	0.11343836	0.6786331	0.20792852
7764	mobilised	0.13655972	0.571064	0.29237628
7765	mezzanine	0.1441238	0.613003	0.2428732
7766	iuk	0.1344774	0.571905	0.2936176
7767	manages	0.1442487	0.6239274	0.23182388
7768	lender	0.14916997	0.6137091	0.23712091
7769	borrower	0.15170732	0.61152446	0.23676823
7770	issuer	0.1486436	0.61663437	0.23472205
7771	eib	0.15019678	0.6173763	0.23242697
7772	borrowers	0.14619896	0.61716217	0.23663887
7773	lenders	0.13424116	0.5802261	0.28553274
7774	furthering	0.14232638	0.60979146	0.24788222
7775	eibs	0.14763927	0.62134236	0.23101835
7776	intermediary	0.14844987	0.61882013	0.23273002
7777	bonds	0.10566754	0.6235921	0.27074036
7778	microfinance	0.14847182	0.61897457	0.23255353
7779	templates	0.11302681	0.68239826	0.20457491
7780	unlocking	0.13632041	0.5405922	0.3230874
7781	geology	0.14422834	0.62549096	0.23028073
7782	containment	0.14961316	0.60979867	0.24058822
7783	mapped	0.13217266	0.65200555	0.21582179
7784	contributory	0.13532832	0.6083986	0.25627303
7785	tandem	0.12945987	0.5894986	0.28104153
7786	gigatonnes	0.14167619	0.61018634	0.24813747
7787	adjudicate	0.15605934	0.6166902	0.2272504
7788	comment	0.14394486	0.5786465	0.2774087
7789	commentators	0.13866653	0.5898234	0.27151
7790	pointed	0.106187135	0.6610083	0.23280454
7791	essence	0.15322362	0.60510623	0.2416702
7792	monopoly	0.12238327	0.6475238	0.2300929
7793	imposes	0.109817185	0.5610018	0.32918102
7794	remedial	0.1132174	0.56541514	0.32136744
7795	relieved	0.13739826	0.6127979	0.24980374
7796	contingent	0.14760718	0.606403	0.24598986
7797	crystallise	0.14665507	0.61146086	0.24188405
7798	modify	0.14631908	0.58186364	0.27181727
7799	theoretical	0.14422283	0.6260182	0.22975886
7800	interviews	0.105707504	0.63712233	0.25717023
7801	ought	0.14601445	0.56000704	0.2939785
7802	revisited	0.14297411	0.6418865	0.21513939
7803	pci	0.15044282	0.60890937	0.24064785
7804	thematic	0.14823154	0.5793776	0.27239084
7805	pcis	0.1391473	0.62176424	0.23908849
7806	cef	0.14418362	0.621865	0.2339514
7807	exceptionally	0.12636189	0.5713007	0.30233738
7808	proves	0.13926092	0.62199724	0.23874182
7809	solidarity	0.13986687	0.62244314	0.23768991
7810	subseabed	0.15550683	0.614045	0.23044813
7811	crossborder	0.14580281	0.6242834	0.22991383
7812	amendment	0.14390099	0.5539427	0.30215624
7813	twothirds	0.14544484	0.62546945	0.22908571
7814	handful	0.15437675	0.6118503	0.23377298
7815	ratifying	0.13697153	0.5826688	0.28035966
7816	treaty	0.12260484	0.5707864	0.30660877
7817	article	0.115313716	0.5676208	0.31706542
7818	notwithstanding	0.11235596	0.6668066	0.22083747
7819	plugging	0.14850883	0.60521257	0.24627861
7820	conceptually	0.14427546	0.61134684	0.24437773
7821	ukcs	0.14927267	0.6141212	0.23660615
7822	depletion	0.14350817	0.6066309	0.24986087
7823	waterflood	0.14497273	0.60907483	0.2459524
7824	miscible	0.14659767	0.61098194	0.24242042
7825	umbrella	0.10646489	0.6811588	0.21237631
7826	replicated	0.13194016	0.6485359	0.2195239
7827	execution	0.13416682	0.6162835	0.2495497
7828	salinity	0.1336599	0.618241	0.24809915
7829	bps	0.1330659	0.6170198	0.2499143
7830	clair	0.13369168	0.6202796	0.24602874
7831	ridge	0.13434206	0.61857915	0.24707879
7832	sanction	0.11192585	0.5797935	0.30828062
7833	spacing	0.1489783	0.6201343	0.23088738
7834	reservoir	0.12787017	0.6682972	0.20383255
7835	earnest	0.1240756	0.6536982	0.22222625
7836	workshop	0.11226699	0.5595062	0.3282268
7837	screening	0.14391325	0.6245805	0.23150627
7838	screened	0.13397375	0.59049743	0.27552882
7839	boe	0.15073736	0.6138476	0.23541494
7840	barrel	0.14688401	0.6188482	0.23426783
7841	contacted	0.13498317	0.5923688	0.27264804
7842	speculated	0.15078004	0.6127988	0.23642117
7843	unavoidably	0.14161777	0.6099824	0.24839988
7844	iccs	0.158378	0.60786223	0.23375982
7845	collaboratively	0.111882105	0.688236	0.19988188
7846	techno	0.1577726	0.6086998	0.23352763
7847	pieces	0.10274939	0.62875205	0.2684986
7848	pulp	0.15326267	0.6124831	0.23425424
7849	urge	0.13820922	0.5835304	0.27826035
7850	chem	0.15661049	0.6092987	0.23409073
7851	advancing	0.15591462	0.6134497	0.23063567
7852	dictating	0.13955522	0.5767652	0.28367963
7853	distort	0.1467769	0.615706	0.23751709
7854	tenders	0.10367071	0.68803793	0.20829137
7855	eic	0.14634676	0.61101556	0.24263768
7856	facilitated	0.11076809	0.5607556	0.32847628
7857	amsci	0.116260886	0.5527134	0.3310257
7858	collating	0.12728223	0.56151146	0.31120628
7859	disseminating	0.121078245	0.55901504	0.31990668
7860	tacit	0.1467268	0.62470615	0.22856705
7861	secondments	0.12974715	0.5617089	0.30854398
7862	audience	0.11162029	0.5705866	0.31779307
7863	insurers	0.10153002	0.6991088	0.19936112
7864	usefully	0.13667247	0.63969105	0.22363652
7865	academics	0.14593606	0.60072047	0.25334352
7866	coordinate	0.12289163	0.6087316	0.26837674
7867	enters	0.13317886	0.5665558	0.3002653
7868	soundings	0.15405671	0.60880643	0.23713687
7869	crystallising	0.15265247	0.5845428	0.26280472
7870	temporal	0.16003028	0.6071946	0.23277509
7871	itpd	0.15762156	0.6047887	0.23758975
7872	authoritys	0.14375854	0.64374167	0.21249981
7873	concepts	0.1414385	0.6104367	0.24812481
7874	contractualised	0.15011431	0.6063764	0.24350935
7875	sphere	0.14621225	0.58240026	0.27138746
7876	contracted	0.13892016	0.5585128	0.302567
7877	readily	0.11154652	0.6886287	0.19982482
7878	insured	0.11273915	0.6813945	0.2058663
7879	taxpayers	0.1243918	0.55358845	0.32201976
7880	mitigant	0.15455556	0.61850744	0.22693698
7881	executed	0.13638884	0.61924875	0.24436246
7882	proposition	0.15022358	0.61033565	0.23944075
7883	departure	0.101477206	0.6162118	0.28231108
7884	reasoned	0.14068031	0.6114973	0.2478224
7885	urged	0.14370455	0.6137988	0.24249658
7886	departures	0.14898953	0.6110045	0.24000601
7887	itemised	0.14337581	0.6121478	0.24447632
7888	priced	0.10044781	0.6991643	0.20038794
7889	afforded	0.10602862	0.6539322	0.24003913
7890	departs	0.14469355	0.6131345	0.24217191
7891	concomitantly	0.14366895	0.61597013	0.24036087
7892	depart	0.14473325	0.6133961	0.24187066
7893	reject	0.14269729	0.6174886	0.23981406
7894	parent	0.11548527	0.58241355	0.30210117
7895	foreseeable	0.10418765	0.62190306	0.2739092
7896	cluster	0.11355303	0.57804596	0.30840096
7897	categorisation	0.13648853	0.6501355	0.21337603
7898	profiled	0.15202391	0.60270256	0.2452735
7899	revealed	0.11984067	0.5726345	0.3075248
7900	weaken	0.14188571	0.6144445	0.24366973
7901	persistent	0.110473305	0.57134783	0.3181789
7902	weak	0.10370407	0.6269136	0.26938233
7903	msr	0.15215962	0.6186033	0.2292371
7904	broadened	0.14948118	0.6224302	0.22808862
7905	rationalisation	0.13382	0.5729406	0.29323936
7906	onus	0.14176725	0.628584	0.22964868
7907	scarcer	0.14919509	0.6113769	0.23942804
7908	qualifying	0.111000374	0.5903771	0.29862255
7909	reintroduction	0.12217123	0.66865706	0.20917167
7910	cscf	0.1450727	0.6173469	0.23758045
7911	tiered	0.15209308	0.6044935	0.24341343
7912	proportionate	0.09711119	0.63751304	0.2653758
7913	grounded	0.141633	0.6200917	0.23827538
7914	benchmarking	0.10246135	0.69970083	0.19783781
7915	alignment	0.1438937	0.60094804	0.2551583
7916	emitter	0.1564358	0.6111874	0.2323768
7917	portion	0.14336349	0.6027248	0.2539117
7918	successor	0.11160955	0.589224	0.29916647
7919	ggr	0.1608822	0.59882	0.2402978
7920	cbd	0.12574998	0.6744794	0.1997706
7921	recalled	0.14935084	0.60189	0.24875918
7922	precautionary	0.12084106	0.66322356	0.21593541
7923	geo	0.1600052	0.6061423	0.2338525
7924	dumping	0.15577088	0.6199449	0.22428423
7925	fertilisation	0.12418818	0.6783882	0.19742356
7926	ratify	0.12993105	0.5751349	0.29493406
7927	matthew	0.1403408	0.6162499	0.24340925
7928	bell	0.14106697	0.6122451	0.24668789
7929	adrian	0.1411242	0.6155749	0.24330087
7930	gault	0.14098723	0.61525387	0.24375895
7931	mike	0.1441963	0.6109873	0.2448164
7932	thompson	0.11835686	0.67552125	0.20612188
7933	owen	0.14197175	0.6115153	0.24651287
7934	bellamy	0.14119132	0.6139799	0.2448288
7935	ellie	0.14091778	0.61383593	0.24524625
7936	davies	0.13526097	0.58451396	0.28022504
7937	aaron	0.14190601	0.61144483	0.24664918
7938	goater	0.14250387	0.6144517	0.24304442
7939	hemsley	0.14094318	0.6129374	0.24611941
7940	jenny	0.12702696	0.56941384	0.30355918
7941	hill	0.14119011	0.6125037	0.24630623
7942	joffe	0.14097187	0.60980815	0.24922003
7943	ewa	0.14223464	0.61111426	0.24665113
7944	kmietowicz	0.14040452	0.6172659	0.24232955
7945	eric	0.12596811	0.6528856	0.22114623
7946	ling	0.141597	0.61410725	0.24429576
7947	sarah	0.14041126	0.6140205	0.24556822
7948	livermore	0.14201154	0.6135786	0.24440992
7949	stephen	0.14158948	0.6131318	0.24527866
7950	smith	0.12553614	0.6008006	0.2736633
7951	indra	0.14013958	0.6138298	0.2460306
7952	thillainathan	0.14168282	0.61337227	0.24494489
7953	james	0.14101775	0.611545	0.24743725
7954	thorniley	0.14250556	0.6123552	0.24513926
7955	walker	0.12320031	0.6151392	0.26166052
7956	emma	0.14049317	0.6154938	0.24401303
7957	vause	0.1412977	0.61413133	0.24457099
7958	tanja	0.14193356	0.6137288	0.24433759
7959	wettingfeld	0.14016345	0.61547065	0.2443659
7960	john	0.13181467	0.642272	0.22591326
7961	gummer	0.15265016	0.6026147	0.24473515
7962	deben	0.15967104	0.6026544	0.23767458
7963	chairman	0.15518863	0.59965163	0.24515978
7964	longest	0.14090413	0.56418335	0.2949125
7965	1993	0.15382941	0.60930955	0.23686098
7966	fisheries	0.100648016	0.6989744	0.20037758
7967	championed	0.15185045	0.60492474	0.24322477
7968	sancroft	0.15020628	0.6068788	0.24291489
7969	chip	0.1523945	0.605258	0.24234758
7970	ethical	0.1121415	0.5868382	0.30102032
7971	valpak	0.15244062	0.6028993	0.24466006
7972	baroness	0.10370643	0.64824325	0.24805029
7973	brown	0.10562326	0.68407595	0.21030076
7974	dbe	0.13999838	0.61513674	0.24486488
7975	freng	0.13815576	0.6163583	0.24548595
7976	frs	0.15445021	0.6081065	0.23744337
7977	crossbench	0.13924421	0.61602116	0.24473472
7978	lords	0.1025766	0.5923156	0.30510783
7979	catapult	0.11124117	0.5658867	0.32287216
7980	stem	0.11519639	0.57692933	0.30787423
7981	chater	0.15463762	0.6169536	0.22840875
7982	fba	0.14912634	0.6214688	0.22940485
7983	warwick	0.153607	0.6137352	0.23265785
7984	cognitive	0.12445203	0.5691729	0.30637506
7985	rationality	0.14915282	0.61962366	0.23122354
7986	founder	0.14085181	0.58347446	0.27567366
7987	psychology	0.14763466	0.62374693	0.22861834
7988	ucl	0.15644626	0.6081102	0.23544349
7989	editor	0.14952758	0.61988854	0.2305838
7990	journals	0.14822666	0.6205987	0.23117465
7991	psychological	0.1372848	0.64843714	0.21427815
7992	rebecca	0.15331073	0.59332865	0.25336063
7993	heaton	0.15344033	0.5953452	0.2512145
7994	ficfor	0.14956033	0.59902924	0.2514104
7995	topics	0.12622537	0.5692955	0.30447912
7996	erp	0.14886893	0.596138	0.25499302
7997	editorial	0.15040472	0.59382147	0.25577378
7998	biology	0.12301995	0.56361365	0.31336647
7999	brian	0.15405698	0.6142828	0.23166026
8000	hoskins	0.15512979	0.609853	0.2350172
8001	cbe	0.13963214	0.5317412	0.32862657
8002	meteorology	0.15230568	0.61310524	0.234589
8003	specialising	0.1540315	0.603371	0.24259742
8004	grantham	0.13725503	0.6502898	0.2124552
8005	academies	0.11427438	0.56856793	0.31715763
8006	paul	0.15413372	0.5998543	0.24601205
8007	johnson	0.1331594	0.6057669	0.26107368
8008	visiting	0.13519323	0.5726169	0.2921899
8009	wrote	0.13983555	0.6490819	0.21108261
8010	mirrlees	0.1530602	0.6111919	0.23574783
8011	corinne	0.15272312	0.59453523	0.25274166
8012	qur	0.15328594	0.5924506	0.2542635
8013	anglia	0.11813873	0.5609943	0.3208669
8014	uea	0.14693686	0.5963895	0.25667363
8015	tyndall	0.13735348	0.62563986	0.23700668
8016	author	0.13122615	0.55781674	0.31095707
8017	uns	0.1480775	0.5952183	0.25670424
8018	gcp	0.14699072	0.5975794	0.25542983
8019	jim	0.14691123	0.609688	0.24340078
8020	skea	0.14682418	0.60869205	0.24448378
8021	president	0.14442559	0.59104806	0.26452634
8022	obe	0.13952118	0.6149921	0.24548672
8023	detract	0.1320463	0.6150762	0.25287747
8024	dominated	0.14215796	0.5994737	0.2583684
8025	eliminating	0.13614702	0.6236843	0.24016872
8026	stark	0.11881318	0.5831197	0.29806712
8027	derailing	0.15041128	0.6078385	0.2417502
8028	mtcoe	0.15910822	0.6056309	0.2352609
8029	signing	0.106833756	0.5804143	0.31275192
8030	overhaul	0.14273264	0.5686529	0.28861436
8031	decoupled	0.14842924	0.6178622	0.23370856
8032	stopped	0.12266984	0.6101594	0.2671708
8033	flattening	0.14781392	0.6130013	0.23918477
8034	beis	0.14657724	0.62563527	0.2277874
8035	ons	0.14359243	0.56680524	0.28960234
8036	indexed	0.14066847	0.61449236	0.24483915
8037	vote	0.14194474	0.57918453	0.27887067
8038	2028	0.107022	0.67886186	0.21411607
8039	2032	0.15375637	0.59822726	0.24801633
8040	timelines	0.16003405	0.6035071	0.23645884
8041	election	0.12320833	0.5661372	0.3106545
8042	specifies	0.12768064	0.64594084	0.22637855
8043	revisit	0.11561124	0.6602497	0.2241391
8044	paris	0.13764828	0.6546086	0.20774317
8045	autonomous	0.09428328	0.63997394	0.2657428
8046	translating	0.12974077	0.5727074	0.29755175
8047	discrepancy	0.15386572	0.6113263	0.23480795
8048	weakened	0.14139512	0.6370135	0.22159135
8049	withdrawal	0.10429397	0.6909534	0.20475268
8050	11°c	0.15418927	0.60994637	0.23586442
8051	successively	0.15504375	0.6090764	0.23587987
8052	legislating	0.1275354	0.5509474	0.3215171
8053	cancellation	0.15294167	0.62048864	0.22656967
8054	timed	0.15051228	0.6111791	0.23830864
8055	preparations	0.14729835	0.631398	0.22130354
8056	switchover	0.15980689	0.6094956	0.23069759
8057	wells	0.15827222	0.6021729	0.23955496
8058	implying	0.15262426	0.606809	0.24056673
8059	collections	0.11326198	0.56986016	0.31687784
8060	headline	0.1160056	0.57293516	0.3110592
8061	ias	0.13188012	0.5646195	0.30350044
8062	stands	0.10334249	0.5951668	0.3014907
8063	ignoring	0.11491234	0.6500803	0.23500735
8064	15°c	0.15213773	0.6145674	0.23329492
8065	2033	0.15317008	0.6049414	0.24188852
8066	clarified	0.12611978	0.6376294	0.23625083
8067	enablers	0.14517929	0.57406473	0.280756
8068	overdue	0.14209579	0.57656264	0.28134155
8069	analyses	0.10411687	0.6956365	0.20024663
8070	reiterate	0.13413963	0.63726133	0.22859903
8071	merit	0.115684375	0.5751087	0.30920696
8072	2035	0.15441059	0.6165822	0.22900714
8073	oxburgh	0.15336056	0.60876495	0.2378745
8074	weathering	0.10915962	0.68505704	0.20578332
8075	liming	0.11562474	0.66606414	0.21831112
8076	recommend	0.1267656	0.60511416	0.2681202
8077	ggrs	0.1474098	0.5958034	0.25678685
8078	sequester	0.15077619	0.60003215	0.24919167
8079	reliably	0.13490146	0.5384458	0.32665277
8080	framed	0.13891566	0.57741416	0.2836702
8081	boom	0.14396408	0.6089346	0.2471013
8082	marrakech	0.14924441	0.61669487	0.23406075
8083	convening	0.12201223	0.5675734	0.31041434
8084	gtcoe	0.15096994	0.60921675	0.23981327
8085	underlined	0.14149933	0.5827582	0.2757425
8086	reaffirmed	0.1385485	0.559341	0.3021105
8087	reaffirmation	0.15114976	0.6094497	0.23940054
8088	mayors	0.10940288	0.6918182	0.19877896
8089	tcoe	0.1516817	0.61189115	0.23642711
8090	underlines	0.14519277	0.6063044	0.24850287
8091	richer	0.12846604	0.57328266	0.29825133
8092	nachmany	0.14642699	0.605783	0.24778995
8093	litigation	0.13961501	0.5618363	0.2985486
8094	watch	0.13293222	0.6272768	0.23979102
8095	tracker	0.14007406	0.5803645	0.27956143
8096	trumps	0.14609241	0.6040013	0.24990633
8097	flatten	0.14560463	0.6056677	0.2487277
8098	indc	0.13441683	0.6197859	0.24579729
8099	unep	0.1350231	0.6179407	0.24703623
8100	slowly	0.12750678	0.59425986	0.27823338
8101	exits	0.12634279	0.57635444	0.29730278
8102	retiring	0.11841713	0.57443595	0.3071469
8103	useable	0.1393798	0.6101647	0.25045553
8104	compensated	0.14702801	0.60973644	0.24323556
8105	decreased	0.15327743	0.6063844	0.24033824
8106	topped	0.14551497	0.6046941	0.24979095
8107	longannet	0.15451951	0.60398823	0.2414923
8108	rugeley	0.15256298	0.60759974	0.23983733
8109	depress	0.13645384	0.6121448	0.25140136
8110	ups	0.10813458	0.5990098	0.2928556
8111	csp	0.14142999	0.6143907	0.24417934
8112	iceland	0.1160262	0.5789465	0.30502737
8113	importer	0.15025869	0.60987896	0.23986235
8114	exporter	0.1299204	0.56721985	0.30285978
8115	variability	0.101730086	0.69439805	0.20387195
8116	lumpiness	0.1421726	0.608697	0.24913041
8117	offline	0.12383691	0.5657068	0.31045634
8118	slowdown	0.13818741	0.6347646	0.22704795
8119	dropped	0.10062479	0.7012827	0.19809256
8120	grace	0.14199921	0.6209387	0.23706198
8121	curtailing	0.14354567	0.61714387	0.2393105
8122	modular	0.14016972	0.6284774	0.23135288
8123	smr	0.15844774	0.6089769	0.23257536
8124	nugen	0.13988428	0.60738105	0.25273466
8125	moorside	0.14223836	0.6070929	0.25066876
8126	gda	0.1466112	0.6047999	0.24858893
8127	bankruptcy	0.14132172	0.60782	0.25085825
8128	westinghouse	0.13950126	0.6066497	0.253849
8129	wylfa	0.1483562	0.607956	0.24368787
8130	bradwell	0.13951296	0.6092308	0.25125626
8131	emerged	0.1347215	0.57385993	0.29141858
8132	hendry	0.15758407	0.60302365	0.2393923
8133	swansea	0.15336819	0.6047143	0.24191754
8134	bay	0.15477683	0.6025192	0.242704
8135	lagoon	0.15307106	0.605686	0.24124292
8136	pathfinder	0.15158932	0.60944283	0.23896791
8137	newport	0.1367991	0.5759776	0.28722325
8138	emphasising	0.1427323	0.6093835	0.24788415
8139	pots	0.12752286	0.60517365	0.26730344
8140	pot	0.12968597	0.5571901	0.3131239
8141	pyry	0.15300451	0.6066707	0.24032483
8142	lagoons	0.15545647	0.60583663	0.23870687
8143	rudd	0.12959401	0.6204791	0.24992684
8144	neart	0.12875864	0.619381	0.2518604
8145	goithe	0.1272551	0.6206715	0.25207347
8146	appealed	0.12715854	0.61822635	0.25461513
8147	conversions	0.13109984	0.61513776	0.25376233
8148	dispatching	0.13383158	0.6159491	0.25021935
8149	backup	0.10311027	0.64269155	0.25419816
8150	narrow	0.11153709	0.5815671	0.30689576
8151	aei	0.1340355	0.6152648	0.2506997
8152	reaffirming	0.1392425	0.62148654	0.23927094
